0	1.000000
1	0.997306
2	0.994671
3	0.992088
4	0.989548
5	0.987006
6	0.984508
7	0.982036
8	0.979573
9	0.977129
10	0.974676
11	0.972225
12	0.969780
13	0.967349
14	0.964914
15	0.962482
16	0.960073
17	0.957651
18	0.955207
19	0.952764
20	0.950323
21	0.947901
22	0.945484
23	0.943078
24	0.940683
25	0.938291
26	0.935898
27	0.933528
28	0.931177
29	0.928849
30	0.926538
31	0.924239
32	0.921940
33	0.919664
34	0.917393
35	0.915126
36	0.912863
37	0.910624
38	0.908398
39	0.906159
40	0.903932
41	0.901708
42	0.899504
43	0.897285
44	0.895079
45	0.892899
46	0.890734
47	0.888584
48	0.886427
49	0.884259
50	0.882105
51	0.879966
52	0.877824
53	0.875688
54	0.873572
55	0.871495
56	0.869423
57	0.867366
58	0.865314
59	0.863272
60	0.861236
61	0.859200
62	0.857178
63	0.855152
64	0.853146
65	0.851149
66	0.849158
67	0.847171
68	0.845206
69	0.843229
70	0.841274
71	0.839318
72	0.837347
73	0.835396
74	0.833457
75	0.831527
76	0.829608
77	0.827690
78	0.825760
79	0.823843
80	0.821917
81	0.820005
82	0.818093
83	0.816202
84	0.814327
85	0.812446
86	0.810579
87	0.808726
88	0.806859
89	0.805016
90	0.803196
91	0.801387
92	0.799582
93	0.797764
94	0.795932
95	0.794120
96	0.792311
97	0.790504
98	0.788703
99	0.786902
