0	1.000000
1	0.091975
2	-0.037843
3	-0.021662
4	-0.007511
5	0.022794
6	-0.001531
7	0.060871
8	-0.011052
9	0.009842
10	0.040828
11	-0.009944
12	0.014658
13	-0.048444
14	-0.028218
15	-0.080116
16	-0.030594
17	-0.019713
18	-0.081852
19	-0.060664
20	-0.042660
21	0.043521
22	-0.065209
23	-0.060394
24	0.041708
25	-0.046917
26	-0.011440
27	-0.037688
28	0.027435
29	-0.033457
30	0.017322
31	0.022359
32	-0.001869
33	-0.003307
34	0.037962
35	0.054855
36	-0.038515
37	0.001536
38	0.017243
39	-0.004274
40	0.007290
41	-0.003150
42	0.045684
43	0.043386
44	-0.008756
45	0.023007
46	-0.027839
47	0.014992
48	-0.023687
49	-0.042881
