-nan	-nan
0.594566	0.000020
0.595089	0.000323
0.595751	0.003768
0.505966	0.025587
0.718464	0.298617
0.266885	0.712293
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
522.478192	8646.157348
-nan	-nan
5288955763101958653607936.000000	-nan
-nan	-nan
18132.555743	392778.023062
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
605605.797514	8079673.985861
399267170.690387	1089858787.072560
218071074.818900	100081959.034929
5412601904.429273	487301550.209619
31749460416.390991	509312465.975750
180638185894.840210	519090637.687339
