-nan	-nan
0.249377	0.000025
0.249389	0.000030
0.249372	0.000036
0.249363	0.000044
0.249376	0.000056
0.249389	0.000071
0.249274	0.000090
0.249265	0.000115
0.249262	0.000146
0.249031	0.000188
0.249085	0.000241
0.249203	0.000309
0.249443	0.000396
0.249535	0.000508
0.249382	0.000651
0.249060	0.000835
0.248707	0.001071
0.249578	0.001373
0.248180	0.001761
0.250515	0.002250
0.246475	0.002882
0.243498	0.003678
0.242213	0.004696
0.245821	0.005998
0.249244	0.007653
0.251109	0.009741
0.245117	0.012332
0.239720	0.015527
0.241359	0.019341
0.211421	0.024566
0.203773	0.030703
0.220917	0.037218
0.234646	0.045588
0.173659	0.061898
0.152270	0.082882
0.187295	0.094296
0.222898	0.116849
0.202973	0.163647
0.353262	0.245868
0.329154	0.364362
-nan	-nan
-nan	-nan
0.460672	1.369187
-nan	-nan
0.094466	0.452366
0.194715	0.198262
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.048618	0.321780
-nan	-nan
-nan	-nan
-nan	-nan
0.066386	0.269145
0.016416	1.139111
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.365194	0.272080
0.063717	0.736347
0.297531	0.346039
0.356647	0.402656
-nan	-nan
-nan	-nan
-nan	-nan
0.307579	0.656822
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.482415	0.647784
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.478421	0.628213
0.596266	0.873754
0.401351	0.563935
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.434809	1.434145
-nan	-nan
-nan	-nan
0.315488	0.677392
0.186102	0.461036
0.162164	0.356079
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.234451	0.333971
-nan	-nan
-nan	-nan
0.468977	0.963381
0.137957	0.410863
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.176906	0.161475
-nan	-nan
0.145160	0.234605
0.193401	0.229979
0.212095	0.252104
-nan	-nan
0.142213	0.376148
-nan	-nan
0.318275	0.572951
0.281147	0.689089
0.474101	1.064225
0.281147	0.689089
0.318275	0.572951
-nan	-nan
0.142213	0.376148
-nan	-nan
0.212095	0.252104
0.193401	0.229979
0.145160	0.234605
-nan	-nan
0.176906	0.161475
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.137957	0.410863
0.468977	0.963381
-nan	-nan
-nan	-nan
0.234451	0.333971
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.162164	0.356079
0.186102	0.461036
0.315488	0.677392
-nan	-nan
-nan	-nan
0.434809	1.434145
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.401351	0.563935
0.596266	0.873754
0.478421	0.628213
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.482415	0.647784
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.307579	0.656822
-nan	-nan
-nan	-nan
-nan	-nan
0.356647	0.402656
0.297531	0.346039
0.063717	0.736347
0.365194	0.272080
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.016416	1.139111
0.066386	0.269145
-nan	-nan
-nan	-nan
-nan	-nan
0.048618	0.321780
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.194715	0.198262
0.094466	0.452366
-nan	-nan
0.460672	1.369187
-nan	-nan
-nan	-nan
0.329154	0.364362
0.353262	0.245868
0.202973	0.163647
0.222898	0.116849
0.187295	0.094296
0.152270	0.082882
0.173659	0.061898
0.234646	0.045588
0.220917	0.037218
0.203773	0.030703
0.211421	0.024566
0.241359	0.019341
0.239720	0.015527
0.245117	0.012332
0.251109	0.009741
0.249244	0.007653
0.245821	0.005998
0.242213	0.004696
0.243498	0.003678
0.246475	0.002882
0.250515	0.002250
0.248180	0.001761
0.249578	0.001373
0.248707	0.001071
0.249060	0.000835
0.249382	0.000651
0.249535	0.000508
0.249443	0.000396
0.249203	0.000309
0.249085	0.000241
0.249031	0.000188
0.249262	0.000146
0.249265	0.000115
0.249274	0.000090
0.249389	0.000071
0.249376	0.000056
0.249363	0.000044
0.249372	0.000036
0.249389	0.000030
0.249377	0.000025
