-nan	-nan
0.962444	0.000073
0.962479	0.000180
0.962144	0.000469
0.960200	0.001223
0.964001	0.003199
0.961504	0.008323
0.926759	0.020944
0.876938	0.051265
0.908330	0.132266
1.258954	0.458392
1.018661	1.068498
1.215007	1.487246
-nan	-nan
0.760610	0.675142
-nan	-nan
0.769376	0.439904
-nan	-nan
-nan	-nan
0.616062	0.729124
-nan	-nan
-nan	-nan
-nan	-nan
1.043312	1.601954
-nan	-nan
1.149485	3.092988
-nan	-nan
-nan	-nan
-nan	-nan
1.332459	2.851073
0.366526	1.376057
-nan	-nan
1.273019	1.301757
-nan	-nan
0.366526	1.376057
1.332459	2.851073
-nan	-nan
-nan	-nan
-nan	-nan
1.149485	3.092988
-nan	-nan
1.043312	1.601954
-nan	-nan
-nan	-nan
-nan	-nan
0.616062	0.729124
-nan	-nan
-nan	-nan
0.769376	0.439904
-nan	-nan
0.760610	0.675142
-nan	-nan
1.215007	1.487246
1.018661	1.068498
1.258954	0.458392
0.908330	0.132266
0.876938	0.051265
0.926759	0.020944
0.961504	0.008323
0.964001	0.003199
0.960200	0.001223
0.962144	0.000469
0.962479	0.000180
0.962444	0.000073
