-nan	-nan
0.124922	0.000039
0.124915	0.000042
0.124935	0.000045
0.124949	0.000049
0.124972	0.000054
0.124964	0.000060
0.124912	0.000066
0.124974	0.000074
0.124969	0.000082
0.124939	0.000093
0.124925	0.000104
0.125058	0.000118
0.124931	0.000133
0.124930	0.000150
0.124933	0.000168
0.124897	0.000191
0.124757	0.000216
0.124710	0.000245
0.124590	0.000278
0.124416	0.000313
0.124265	0.000355
0.124450	0.000401
0.124387	0.000454
0.124801	0.000516
0.124921	0.000585
0.124921	0.000664
0.124549	0.000751
0.124490	0.000846
0.124730	0.000957
0.123894	0.001090
0.123808	0.001232
0.124293	0.001391
0.124131	0.001567
0.123430	0.001772
0.121890	0.002004
0.120652	0.002262
0.122780	0.002546
0.122408	0.002871
0.122335	0.003228
0.118606	0.003647
0.119181	0.004134
0.118630	0.004680
0.115872	0.005341
0.119043	0.006040
0.121371	0.006793
0.119055	0.007736
0.119035	0.008806
0.126066	0.010050
0.129859	0.011543
0.127552	0.013263
0.128640	0.015238
0.139696	0.017644
0.128888	0.020292
0.144378	0.023791
0.136059	0.027629
0.141174	0.032525
0.131574	0.038399
0.138999	0.046244
0.171223	0.059137
0.157048	0.070936
0.193488	0.097833
0.145110	0.113966
0.115229	0.156515
0.158907	0.250912
0.473797	1.208113
1.768083	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.189183	0.420065
0.302394	0.662221
0.208216	0.531264
0.100639	0.482268
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.273510	1.120158
0.401064	1.970902
0.596204	3.167575
0.441262	1.930920
0.184086	0.706672
0.355731	0.865894
-nan	-nan
0.079186	0.335366
-nan	-nan
0.127617	0.198587
0.015405	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.099142	0.136461
0.104849	0.144513
0.172373	0.159036
0.199688	0.178607
0.166924	0.165823
0.215544	0.184128
0.189614	0.160074
0.177432	0.140754
-nan	-nan
0.074574	0.129324
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.027183	0.239263
0.047150	0.141101
-nan	-nan
0.094756	0.083053
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.059721	0.131175
0.097209	0.101586
0.110050	0.102955
0.091621	0.115015
0.162862	0.113681
0.094206	0.119463
0.111398	0.113591
0.135296	0.110757
0.163330	0.111781
0.096787	0.107936
0.082692	0.110327
0.140854	0.091025
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.078894	0.182294
0.112772	0.216290
0.096642	0.361288
0.371482	1.466551
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.038505	0.330945
-nan	-nan
0.108578	0.142075
-nan	-nan
0.105334	0.127577
0.099968	0.123475
0.078106	0.130782
0.125476	0.102397
0.124916	0.094458
0.058267	0.128074
-nan	-nan
-nan	-nan
-nan	-nan
0.062935	0.094401
0.066814	0.085989
-nan	-nan
-nan	-nan
-nan	-nan
0.031033	0.142954
-nan	-nan
-nan	-nan
0.030719	0.128372
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.101963	0.087131
-nan	-nan
0.147256	0.123546
0.105257	0.159398
0.109427	0.210056
0.218661	0.364799
0.433810	1.116430
0.352159	2.148070
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.121807	0.493717
-nan	-nan
-nan	-nan
-nan	-nan
0.240007	2.997009
1.152820	-nan
0.035493	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.942798	10.068377
0.319687	0.834098
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.025417	0.257459
0.110126	0.081917
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.058516	0.094708
0.078632	0.085383
0.056932	0.115014
-nan	-nan
0.056932	0.115014
0.078632	0.085383
0.058516	0.094708
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.110126	0.081917
0.025417	0.257459
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.319687	0.834098
0.942798	10.068377
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.035493	-nan
1.152820	-nan
0.240007	2.997009
-nan	-nan
-nan	-nan
-nan	-nan
0.121807	0.493717
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.352159	2.148070
0.433810	1.116430
0.218661	0.364799
0.109427	0.210056
0.105257	0.159398
0.147256	0.123546
-nan	-nan
0.101963	0.087131
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
