0	0.000000
1	70.877671
2	114.588582
3	143.434386
4	165.606388
5	166.554779
6	185.183492
7	193.697097
8	190.376620
9	206.337360
10	220.656168
11	226.006696
12	239.807106
13	245.790409
14	240.063327
15	228.653311
16	235.440241
17	231.044057
18	249.561796
19	242.166825
20	228.574207
21	225.633542
22	233.567397
23	226.786821
24	233.895741
25	233.532817
26	203.979245
27	235.674899
28	228.268367
29	224.503590
30	234.124479
31	232.131163
32	238.552440
33	231.310876
34	216.489897
35	206.596163
36	203.871607
37	227.887734
38	231.530842
39	223.276374
40	236.725899
41	243.188879
42	238.960713
43	243.762223
44	238.475470
45	212.958213
46	241.868645
47	244.185441
48	246.370554
49	245.707305
50	240.568485
51	241.879765
52	247.294422
53	269.200991
54	239.889675
55	237.236076
56	242.180534
57	263.263649
58	280.675065
59	267.155882
60	280.549769
61	268.120705
62	263.183743
63	241.780590
64	273.415935
65	271.818401
66	257.067505
67	231.145833
68	248.379727
69	248.808574
70	221.847587
71	245.656113
72	260.664245
73	255.393509
74	265.518243
75	268.261467
76	254.512761
77	241.433706
78	224.608416
79	248.461148
80	252.535842
81	248.778226
82	263.392612
83	250.353579
84	267.475798
85	272.901201
86	276.487287
87	268.435149
88	272.808708
89	275.785290
90	270.900026
91	263.113193
92	266.162057
93	265.636461
94	274.368563
95	288.436466
96	267.572774
97	257.762268
98	253.252762
99	243.633572
100	270.450166
101	253.417559
102	254.515005
103	260.993326
104	259.495705
105	279.665001
106	257.387786
107	228.917560
108	227.582975
109	236.362391
110	257.021231
111	238.615182
112	238.940222
113	246.276602
114	231.523645
115	228.829213
116	252.341798
117	253.291940
118	234.068621
119	241.298371
120	237.867545
121	236.557157
122	234.579965
123	248.864515
124	266.039572
125	263.501869
126	258.851961
127	243.821992
128	230.562409
129	242.518106
130	258.470216
131	251.357141
132	235.685378
133	236.296727
134	258.190231
135	255.879955
136	267.860437
137	257.382850
138	250.423920
139	241.013156
140	223.001921
141	232.130974
142	257.656330
143	246.777967
144	266.407183
145	270.281895
146	271.215347
147	272.148582
148	280.695732
149	292.961672
150	263.877060
151	259.666914
152	256.637113
153	261.412331
154	242.691379
155	248.273118
156	235.009277
157	231.626367
158	242.385875
159	244.872526
160	245.358663
161	237.594621
162	242.984099
163	263.345416
164	264.329246
165	267.728876
166	261.157454
167	250.722469
168	252.253235
169	239.614538
170	253.745829
171	254.185068
172	212.230454
173	216.108957
174	218.106758
175	204.807512
176	219.341573
177	228.365833
178	217.756118
179	227.933944
180	236.255456
181	242.970978
182	259.246391
183	257.220128
184	260.296817
185	242.528086
186	235.589331
187	238.456248
188	223.696509
189	236.119785
190	247.828041
191	258.734416
192	266.775483
193	235.484437
194	240.667990
195	226.024022
196	215.405872
197	230.355280
198	239.861507
199	237.840895
